Cooler Name,Site Name,Door,Light Intensity,Temperature (°C),Smart Tag Serial Number,Event Date,
QA-Cooler1-5April,Dev Site,Double,4,6.41,0008-0549,10/17/2019 9:29:13 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.6,0008-80573,10/17/2019 9:23:51 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.57,0008-0549,10/17/2019 8:59:12 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.57,0008-80573,10/17/2019 8:53:51 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.9,0008-0549,10/17/2019 8:29:13 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.52,0008-80573,10/17/2019 8:23:51 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.59,0008-0549,10/17/2019 7:59:13 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.84,0008-80573,10/17/2019 7:53:50 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.22,0008-0549,10/17/2019 7:29:13 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.7,0008-80573,10/17/2019 7:23:51 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.56,0008-0549,10/17/2019 6:59:13 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.53,0008-80573,10/17/2019 6:53:52 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.07,0008-0549,10/17/2019 6:29:13 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.42,0008-80573,10/17/2019 6:23:51 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.61,0008-0549,10/17/2019 5:59:13 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.13,0008-80573,10/17/2019 5:53:51 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.76,0008-0549,10/17/2019 5:29:14 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.78,0008-80573,10/17/2019 5:23:51 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.84,0008-0549,10/17/2019 4:59:14 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.56,0008-80573,10/17/2019 4:53:52 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.63,0008-0549,10/17/2019 4:29:14 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.92,0008-80573,10/17/2019 4:23:52 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.95,0008-0549,10/17/2019 3:59:14 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.81,0008-80573,10/17/2019 3:53:51 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.64,0008-0549,10/17/2019 3:29:14 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.9,0008-80573,10/17/2019 3:23:52 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.37,0008-0549,10/17/2019 2:59:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.6,0008-80573,10/17/2019 2:53:52 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.48,0008-0549,10/17/2019 2:29:14 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.44,0008-80573,10/17/2019 2:23:52 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.61,0008-0549,10/17/2019 1:59:14 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.63,0008-80573,10/17/2019 1:53:52 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.86,0008-0549,10/17/2019 1:29:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.6,0008-80573,10/17/2019 1:23:53 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.31,0008-0549,10/17/2019 12:59:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.59,0008-80573,10/17/2019 12:53:52 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.55,0008-0549,10/17/2019 12:29:15 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.23,0008-80573,10/17/2019 12:23:52 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.08,0008-0549,10/16/2019 11:59:15 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.74,0008-80573,10/16/2019 11:53:53 PM,
QA-Cooler1-5April,Dev Site,Double,4,5.56,0008-0549,10/16/2019 11:29:15 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.55,0008-80573,10/16/2019 11:23:53 PM,
QA-Cooler1-5April,Dev Site,Double,4,5.75,0008-0549,10/16/2019 10:59:16 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.77,0008-80573,10/16/2019 10:53:54 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.12,0008-0549,10/16/2019 10:29:15 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.45,0008-80573,10/16/2019 10:23:53 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.51,0008-0549,10/16/2019 9:59:15 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.95,0008-80573,10/16/2019 9:53:53 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.23,0008-0549,10/16/2019 9:29:16 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.37,0008-80573,10/16/2019 9:23:53 PM,
QA-Cooler1-5April,Dev Site,Double,4,5.9,0008-0549,10/16/2019 8:59:16 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.7,0008-80573,10/16/2019 8:53:53 PM,
QA-Cooler1-5April,Dev Site,Double,4,5.57,0008-0549,10/16/2019 8:29:15 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.56,0008-80573,10/16/2019 8:23:53 PM,
QA-Cooler1-5April,Dev Site,Double,4,5.71,0008-0549,10/16/2019 7:59:16 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.7,0008-80573,10/16/2019 7:53:54 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.2,0008-0549,10/16/2019 7:29:16 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.52,0008-80573,10/16/2019 7:23:54 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.53,0008-0549,10/16/2019 6:59:16 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.03,0008-80573,10/16/2019 6:53:54 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.16,0008-0549,10/16/2019 6:29:16 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.56,0008-80573,10/16/2019 6:23:54 PM,
QA-Cooler1-5April,Dev Site,Double,4,5.58,0008-0549,10/16/2019 5:59:16 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.63,0008-80573,10/16/2019 5:53:54 PM,
QA-Cooler1-5April,Dev Site,Double,4,5.69,0008-0549,10/16/2019 5:29:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.95,0008-80573,10/16/2019 5:23:55 PM,
QA-Cooler1-5April,Dev Site,Double,4,5.95,0008-0549,10/16/2019 4:59:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.49,0008-80573,10/16/2019 4:53:54 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.46,0008-0549,10/16/2019 4:29:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.74,0008-80573,10/16/2019 4:23:55 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.45,0008-0549,10/16/2019 3:59:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.16,0008-80573,10/16/2019 3:53:55 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.09,0008-0549,10/16/2019 3:29:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.55,0008-80573,10/16/2019 3:23:55 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.05,0008-0549,10/16/2019 2:59:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.53,0008-80573,10/16/2019 2:53:56 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.9,0008-0549,10/16/2019 2:29:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.8,0008-80573,10/16/2019 2:23:55 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.6,0008-0549,10/16/2019 1:59:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.34,0008-80573,10/16/2019 1:53:55 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.9,0008-0549,10/16/2019 1:29:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.48,0008-80573,10/16/2019 1:23:55 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.37,0008-0549,10/16/2019 12:59:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.69,0008-80573,10/16/2019 12:53:55 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.49,0008-0549,10/16/2019 12:29:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.06,0008-80573,10/16/2019 12:23:56 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.31,0008-0549,10/16/2019 11:59:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.34,0008-80573,10/16/2019 11:53:56 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.02,0008-0549,10/16/2019 11:29:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.56,0008-80573,10/16/2019 11:23:56 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.68,0008-0549,10/16/2019 10:59:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.68,0008-80573,10/16/2019 10:53:56 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.58,0008-0549,10/16/2019 10:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.63,0008-80573,10/16/2019 10:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.5,0008-0549,10/16/2019 9:59:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.56,0008-80573,10/16/2019 9:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.5,0008-0549,10/16/2019 9:29:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.27,0008-80573,10/16/2019 9:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.53,0008-0549,10/16/2019 8:59:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.94,0008-80573,10/16/2019 8:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.61,0008-0549,10/16/2019 8:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.77,0008-80573,10/16/2019 8:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.64,0008-0549,10/16/2019 7:59:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.81,0008-80573,10/16/2019 7:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.66,0008-0549,10/16/2019 7:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.77,0008-80573,10/16/2019 7:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.74,0008-0549,10/16/2019 6:59:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.6,0008-80573,10/16/2019 6:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.9,0008-0549,10/16/2019 6:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.46,0008-80573,10/16/2019 6:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.07,0008-0549,10/16/2019 5:59:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.56,0008-80573,10/16/2019 5:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.17,0008-0549,10/16/2019 5:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.56,0008-80573,10/16/2019 5:23:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.2,0008-0549,10/16/2019 4:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.52,0008-80573,10/16/2019 4:53:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.31,0008-0549,10/16/2019 4:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.64,0008-80573,10/16/2019 4:23:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.17,0008-0549,10/16/2019 3:59:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.57,0008-80573,10/16/2019 3:53:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.38,0008-0549,10/16/2019 3:29:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.79,0008-80573,10/16/2019 3:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.38,0008-0549,10/16/2019 2:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.84,0008-80573,10/16/2019 2:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.45,0008-0549,10/16/2019 2:29:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.92,0008-80573,10/16/2019 2:23:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.41,0008-0549,10/16/2019 1:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.13,0008-80573,10/16/2019 1:53:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.13,0008-0549,10/16/2019 1:29:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.31,0008-80573,10/16/2019 1:23:59 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.12,0008-0549,10/16/2019 12:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.48,0008-80573,10/16/2019 12:53:59 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.84,0008-0549,10/16/2019 12:29:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.68,0008-80573,10/16/2019 12:23:58 AM,
