Cooler Name,Site Name,Door,Light Intensity,Temperature (°C),Smart Tag Serial Number,Event Date,
QA-Cooler1-5April,Dev Site,Double,5,6.37,0008-0549,10/16/2019 12:59:18 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.69,0008-80573,10/16/2019 12:53:55 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.49,0008-0549,10/16/2019 12:29:17 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.06,0008-80573,10/16/2019 12:23:56 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.31,0008-0549,10/16/2019 11:59:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.34,0008-80573,10/16/2019 11:53:56 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.02,0008-0549,10/16/2019 11:29:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.56,0008-80573,10/16/2019 11:23:56 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.68,0008-0549,10/16/2019 10:59:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.68,0008-80573,10/16/2019 10:53:56 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.58,0008-0549,10/16/2019 10:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.63,0008-80573,10/16/2019 10:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.5,0008-0549,10/16/2019 9:59:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.56,0008-80573,10/16/2019 9:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.5,0008-0549,10/16/2019 9:29:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.27,0008-80573,10/16/2019 9:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.53,0008-0549,10/16/2019 8:59:18 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.94,0008-80573,10/16/2019 8:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.61,0008-0549,10/16/2019 8:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.77,0008-80573,10/16/2019 8:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.64,0008-0549,10/16/2019 7:59:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.81,0008-80573,10/16/2019 7:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.66,0008-0549,10/16/2019 7:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.77,0008-80573,10/16/2019 7:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.74,0008-0549,10/16/2019 6:59:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.6,0008-80573,10/16/2019 6:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.9,0008-0549,10/16/2019 6:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.46,0008-80573,10/16/2019 6:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.07,0008-0549,10/16/2019 5:59:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.56,0008-80573,10/16/2019 5:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.17,0008-0549,10/16/2019 5:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.56,0008-80573,10/16/2019 5:23:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.2,0008-0549,10/16/2019 4:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.52,0008-80573,10/16/2019 4:53:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.31,0008-0549,10/16/2019 4:29:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.64,0008-80573,10/16/2019 4:23:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.17,0008-0549,10/16/2019 3:59:19 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.57,0008-80573,10/16/2019 3:53:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.38,0008-0549,10/16/2019 3:29:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.79,0008-80573,10/16/2019 3:23:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.38,0008-0549,10/16/2019 2:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.84,0008-80573,10/16/2019 2:53:57 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.45,0008-0549,10/16/2019 2:29:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.92,0008-80573,10/16/2019 2:23:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.41,0008-0549,10/16/2019 1:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.13,0008-80573,10/16/2019 1:53:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.13,0008-0549,10/16/2019 1:29:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.31,0008-80573,10/16/2019 1:23:59 AM,
QA-Cooler1-5April,Dev Site,Double,5,6.12,0008-0549,10/16/2019 12:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.48,0008-80573,10/16/2019 12:53:59 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.84,0008-0549,10/16/2019 12:29:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.68,0008-80573,10/16/2019 12:23:58 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.56,0008-0549,10/15/2019 11:59:20 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.63,0008-80573,10/15/2019 11:53:58 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.53,0008-0549,10/15/2019 11:29:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.42,0008-80573,10/15/2019 11:23:59 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.51,0008-0549,10/15/2019 10:59:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.12,0008-80573,10/15/2019 10:53:59 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.57,0008-0549,10/15/2019 10:29:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.29,0008-80573,10/15/2019 10:24:00 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.64,0008-0549,10/15/2019 9:59:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.94,0008-80573,10/15/2019 9:54:00 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.8,0008-0549,10/15/2019 9:29:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.61,0008-80573,10/15/2019 9:24:00 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.02,0008-0549,10/15/2019 8:59:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.49,0008-80573,10/15/2019 8:53:59 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.34,0008-0549,10/15/2019 8:29:21 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.66,0008-80573,10/15/2019 8:24:00 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.43,0008-0549,10/15/2019 7:59:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.95,0008-80573,10/15/2019 7:54:00 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.3,0008-0549,10/15/2019 7:29:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.23,0008-80573,10/15/2019 7:24:00 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.15,0008-0549,10/15/2019 6:59:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.41,0008-80573,10/15/2019 6:54:00 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.78,0008-0549,10/15/2019 6:29:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.64,0008-80573,10/15/2019 6:24:01 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.54,0008-0549,10/15/2019 5:59:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.6,0008-80573,10/15/2019 5:54:00 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.49,0008-0549,10/15/2019 5:29:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.45,0008-80573,10/15/2019 5:24:00 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.54,0008-0549,10/15/2019 4:59:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.2,0008-80573,10/15/2019 4:54:00 PM,
QA-Cooler1-5April,Dev Site,Double,5,5.75,0008-0549,10/15/2019 4:29:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.66,0008-80573,10/15/2019 4:24:00 PM,
QA-Cooler1-5April,Dev Site,Double,4,5.92,0008-0549,10/15/2019 3:59:22 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.53,0008-80573,10/15/2019 3:54:00 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.12,0008-0549,10/15/2019 3:29:23 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.52,0008-80573,10/15/2019 3:24:01 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.23,0008-0549,10/15/2019 2:59:23 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.6,0008-80573,10/15/2019 2:54:01 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.27,0008-0549,10/15/2019 2:29:23 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.64,0008-80573,10/15/2019 2:24:01 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.41,0008-0549,10/15/2019 1:59:23 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.84,0008-80573,10/15/2019 1:54:01 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.46,0008-0549,10/15/2019 1:29:23 PM,
QA-Cooler1-5April,Dev Site,Double,0,3.94,0008-80573,10/15/2019 1:24:01 PM,
QA-Cooler1-5April,Dev Site,Double,4,6.43,0008-0549,10/15/2019 12:59:23 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.09,0008-80573,10/15/2019 12:54:02 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.37,0008-0549,10/15/2019 12:29:24 PM,
QA-Cooler1-5April,Dev Site,Double,0,4.2,0008-80573,10/15/2019 12:24:02 PM,
QA-Cooler1-5April,Dev Site,Double,5,6.23,0008-0549,10/15/2019 11:59:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.34,0008-80573,10/15/2019 11:54:02 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.92,0008-0549,10/15/2019 11:29:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.59,0008-80573,10/15/2019 11:24:02 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.76,0008-0549,10/15/2019 10:59:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.66,0008-80573,10/15/2019 10:54:02 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.56,0008-0549,10/15/2019 10:29:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.62,0008-80573,10/15/2019 10:24:02 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.46,0008-0549,10/15/2019 9:59:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.47,0008-80573,10/15/2019 9:54:02 AM,
QA-Cooler1-5April,Dev Site,Double,5,5.49,0008-0549,10/15/2019 9:29:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.37,0008-80573,10/15/2019 9:24:02 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.57,0008-0549,10/15/2019 8:59:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.52,0008-80573,10/15/2019 8:54:02 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.49,0008-0549,10/15/2019 8:29:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.3,0008-80573,10/15/2019 8:24:02 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.54,0008-0549,10/15/2019 7:59:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.97,0008-80573,10/15/2019 7:54:02 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.78,0008-0549,10/15/2019 7:29:24 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.57,0008-80573,10/15/2019 7:24:03 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.07,0008-0549,10/15/2019 6:59:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.48,0008-80573,10/15/2019 6:54:03 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.33,0008-0549,10/15/2019 6:29:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.64,0008-80573,10/15/2019 6:24:03 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.43,0008-0549,10/15/2019 5:59:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.84,0008-80573,10/15/2019 5:54:03 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.35,0008-0549,10/15/2019 5:29:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.11,0008-80573,10/15/2019 5:24:03 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.17,0008-0549,10/15/2019 4:59:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.38,0008-80573,10/15/2019 4:54:03 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.74,0008-0549,10/15/2019 4:29:25 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.62,0008-80573,10/15/2019 4:24:04 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.5,0008-0549,10/15/2019 3:59:26 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.53,0008-80573,10/15/2019 3:54:04 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.46,0008-0549,10/15/2019 3:29:26 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.29,0008-80573,10/15/2019 3:24:03 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.46,0008-0549,10/15/2019 2:59:26 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.34,0008-80573,10/15/2019 2:54:04 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.45,0008-0549,10/15/2019 2:29:26 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.12,0008-80573,10/15/2019 2:24:04 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.53,0008-0549,10/15/2019 1:59:26 AM,
QA-Cooler1-5April,Dev Site,Double,0,4.18,0008-80573,10/15/2019 1:54:04 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.69,0008-0549,10/15/2019 1:29:26 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.9,0008-80573,10/15/2019 1:24:04 AM,
QA-Cooler1-5April,Dev Site,Double,4,5.86,0008-0549,10/15/2019 12:59:26 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.45,0008-80573,10/15/2019 12:54:05 AM,
QA-Cooler1-5April,Dev Site,Double,4,6.35,0008-0549,10/15/2019 12:29:26 AM,
QA-Cooler1-5April,Dev Site,Double,0,3.64,0008-80573,10/15/2019 12:24:05 AM,
