Cooler Name,Site Name,Door,Light Intensity,Temperature (°C),Smart Tag Serial Number,Event Date,
QA-Cooler2-5April,Dev Site,Double,0,8.17,0008-80526,10/16/2019 6:43:45 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.48,0008-0509,10/16/2019 6:22:52 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.61,0008-80526,10/16/2019 6:13:45 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.79,0008-0509,10/16/2019 5:52:53 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.29,0008-80526,10/16/2019 5:43:45 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.52,0008-0509,10/16/2019 5:22:52 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.54,0008-80526,10/16/2019 5:13:45 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.11,0008-0509,10/16/2019 4:52:52 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.93,0008-80526,10/16/2019 4:43:45 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.99,0008-0509,10/16/2019 4:22:53 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.29,0008-80526,10/16/2019 4:13:45 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.24,0008-0509,10/16/2019 3:52:52 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.12,0008-80526,10/16/2019 3:43:45 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.47,0008-0509,10/16/2019 3:22:53 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.68,0008-80526,10/16/2019 3:13:45 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.52,0008-0509,10/16/2019 2:52:53 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.11,0008-80526,10/16/2019 2:43:46 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.77,0008-0509,10/16/2019 2:22:53 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.43,0008-80526,10/16/2019 2:13:46 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.79,0008-0509,10/16/2019 1:52:53 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.43,0008-80526,10/16/2019 1:43:46 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.17,0008-0509,10/16/2019 1:22:53 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.91,0008-80526,10/16/2019 1:13:46 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.04,0008-0509,10/16/2019 12:52:53 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.27,0008-80526,10/16/2019 12:43:46 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.19,0008-0509,10/16/2019 12:22:53 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.22,0008-80526,10/16/2019 12:13:47 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.3,0008-0509,10/16/2019 11:52:54 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.94,0008-80526,10/16/2019 11:43:46 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.45,0008-0509,10/16/2019 11:22:54 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.79,0008-80526,10/16/2019 11:13:46 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.65,0008-0509,10/16/2019 10:52:54 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.54,0008-80526,10/16/2019 10:43:47 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.72,0008-0509,10/16/2019 10:22:54 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.43,0008-80526,10/16/2019 10:13:47 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.69,0008-0509,10/16/2019 9:52:54 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.29,0008-80526,10/16/2019 9:43:47 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.6,0008-0509,10/16/2019 9:22:54 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.31,0008-80526,10/16/2019 9:13:47 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.43,0008-0509,10/16/2019 8:52:54 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.37,0008-80526,10/16/2019 8:43:47 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.3,0008-0509,10/16/2019 8:22:55 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.45,0008-80526,10/16/2019 8:13:48 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.32,0008-0509,10/16/2019 7:52:54 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.45,0008-80526,10/16/2019 7:43:47 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.32,0008-0509,10/16/2019 7:22:55 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.49,0008-80526,10/16/2019 7:13:47 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.18,0008-0509,10/16/2019 6:52:55 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.64,0008-80526,10/16/2019 6:43:47 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.97,0008-0509,10/16/2019 6:22:55 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.82,0008-80526,10/16/2019 6:13:47 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.93,0008-0509,10/16/2019 5:52:55 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.88,0008-80526,10/16/2019 5:43:48 AM,
QA-Cooler2-5April,Dev Site,Double,6,5.85,0008-0509,10/16/2019 5:22:56 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.96,0008-80526,10/16/2019 5:13:48 AM,
QA-Cooler2-5April,Dev Site,Double,6,5.85,0008-0509,10/16/2019 4:52:55 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.97,0008-80526,10/16/2019 4:43:48 AM,
QA-Cooler2-5April,Dev Site,Double,6,5.89,0008-0509,10/16/2019 4:22:56 AM,
QA-Cooler2-5April,Dev Site,Double,0,8.04,0008-80526,10/16/2019 4:13:48 AM,
QA-Cooler2-5April,Dev Site,Double,6,5.88,0008-0509,10/16/2019 3:52:56 AM,
QA-Cooler2-5April,Dev Site,Double,0,8.06,0008-80526,10/16/2019 3:43:48 AM,
QA-Cooler2-5April,Dev Site,Double,6,5.92,0008-0509,10/16/2019 3:22:56 AM,
QA-Cooler2-5April,Dev Site,Double,0,8.16,0008-80526,10/16/2019 3:13:49 AM,
QA-Cooler2-5April,Dev Site,Double,7,6,0008-0509,10/16/2019 2:52:56 AM,
QA-Cooler2-5April,Dev Site,Double,0,8.19,0008-80526,10/16/2019 2:43:49 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.03,0008-0509,10/16/2019 2:22:56 AM,
QA-Cooler2-5April,Dev Site,Double,0,8.17,0008-80526,10/16/2019 2:13:49 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.12,0008-0509,10/16/2019 1:52:57 AM,
QA-Cooler2-5April,Dev Site,Double,0,8.04,0008-80526,10/16/2019 1:43:49 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.27,0008-0509,10/16/2019 1:22:56 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.97,0008-80526,10/16/2019 1:13:49 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.36,0008-0509,10/16/2019 12:52:57 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.75,0008-80526,10/16/2019 12:43:49 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.55,0008-0509,10/16/2019 12:22:57 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.53,0008-80526,10/16/2019 12:13:49 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.68,0008-0509,10/15/2019 11:52:57 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.31,0008-80526,10/15/2019 11:43:49 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.66,0008-0509,10/15/2019 11:22:57 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.29,0008-80526,10/15/2019 11:13:49 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.51,0008-0509,10/15/2019 10:52:56 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.42,0008-80526,10/15/2019 10:43:50 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.63,0008-0509,10/15/2019 10:22:57 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.36,0008-80526,10/15/2019 10:13:49 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.43,0008-0509,10/15/2019 9:52:57 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.47,0008-80526,10/15/2019 9:43:49 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.24,0008-0509,10/15/2019 9:22:57 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.69,0008-80526,10/15/2019 9:13:49 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.03,0008-0509,10/15/2019 8:52:57 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.91,0008-80526,10/15/2019 8:43:50 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.91,0008-0509,10/15/2019 8:22:58 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.19,0008-80526,10/15/2019 8:13:50 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.04,0008-0509,10/15/2019 7:52:58 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.23,0008-80526,10/15/2019 7:43:50 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.19,0008-0509,10/15/2019 7:22:58 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.01,0008-80526,10/15/2019 7:13:50 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.29,0008-0509,10/15/2019 6:52:58 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.76,0008-80526,10/15/2019 6:43:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.52,0008-0509,10/15/2019 6:22:58 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.5,0008-80526,10/15/2019 6:13:50 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.63,0008-0509,10/15/2019 5:52:59 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.34,0008-80526,10/15/2019 5:43:50 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.66,0008-0509,10/15/2019 5:22:59 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.34,0008-80526,10/15/2019 5:13:50 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.6,0008-0509,10/15/2019 4:52:59 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.4,0008-80526,10/15/2019 4:43:50 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.25,0008-0509,10/15/2019 4:22:58 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.6,0008-80526,10/15/2019 4:13:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.11,0008-0509,10/15/2019 3:52:59 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.79,0008-80526,10/15/2019 3:43:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,5.97,0008-0509,10/15/2019 3:22:59 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.93,0008-80526,10/15/2019 3:13:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,5.97,0008-0509,10/15/2019 2:52:59 PM,
QA-Cooler2-5April,Dev Site,Double,0,7.97,0008-80526,10/15/2019 2:43:51 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.96,0008-0509,10/15/2019 2:22:59 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.14,0008-80526,10/15/2019 2:13:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,5.99,0008-0509,10/15/2019 1:52:59 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.17,0008-80526,10/15/2019 1:43:51 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.07,0008-0509,10/15/2019 1:23:00 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.23,0008-80526,10/15/2019 1:13:52 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.18,0008-0509,10/15/2019 12:52:59 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.19,0008-80526,10/15/2019 12:43:52 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.21,0008-0509,10/15/2019 12:23:00 PM,
QA-Cooler2-5April,Dev Site,Double,0,8.14,0008-80526,10/15/2019 12:13:52 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.32,0008-0509,10/15/2019 11:53:00 AM,
QA-Cooler2-5April,Dev Site,Double,0,8.01,0008-80526,10/15/2019 11:43:51 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.51,0008-0509,10/15/2019 11:23:00 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.64,0008-80526,10/15/2019 11:13:52 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.52,0008-0509,10/15/2019 10:53:00 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.54,0008-80526,10/15/2019 10:43:52 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.66,0008-0509,10/15/2019 10:23:00 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.31,0008-80526,10/15/2019 10:13:52 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.63,0008-0509,10/15/2019 9:53:00 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.28,0008-80526,10/15/2019 9:43:52 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.6,0008-0509,10/15/2019 9:23:00 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.29,0008-80526,10/15/2019 9:13:52 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.66,0008-0509,10/15/2019 8:53:00 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.31,0008-80526,10/15/2019 8:43:52 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.65,0008-0509,10/15/2019 8:23:01 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.37,0008-80526,10/15/2019 8:13:52 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.45,0008-0509,10/15/2019 7:53:01 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.46,0008-80526,10/15/2019 7:43:52 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.15,0008-0509,10/15/2019 7:23:01 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.71,0008-80526,10/15/2019 7:13:53 AM,
QA-Cooler2-5April,Dev Site,Double,6,5.91,0008-0509,10/15/2019 6:53:01 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.94,0008-80526,10/15/2019 6:43:53 AM,
QA-Cooler2-5April,Dev Site,Double,6,5.85,0008-0509,10/15/2019 6:23:01 AM,
QA-Cooler2-5April,Dev Site,Double,0,8.17,0008-80526,10/15/2019 6:13:52 AM,
QA-Cooler2-5April,Dev Site,Double,6,5.97,0008-0509,10/15/2019 5:53:02 AM,
QA-Cooler2-5April,Dev Site,Double,0,8.19,0008-80526,10/15/2019 5:43:53 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.12,0008-0509,10/15/2019 5:23:02 AM,
QA-Cooler2-5April,Dev Site,Double,0,8.08,0008-80526,10/15/2019 5:13:53 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.3,0008-0509,10/15/2019 4:53:01 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.84,0008-80526,10/15/2019 4:43:53 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.52,0008-0509,10/15/2019 4:23:00 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.37,0008-80526,10/15/2019 4:13:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.63,0008-0509,10/15/2019 3:53:00 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.32,0008-80526,10/15/2019 3:43:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.6,0008-0509,10/15/2019 3:23:01 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.32,0008-80526,10/15/2019 3:13:53 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.63,0008-0509,10/15/2019 2:53:01 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.32,0008-80526,10/15/2019 2:43:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.51,0008-0509,10/15/2019 2:23:01 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.36,0008-80526,10/15/2019 2:13:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.57,0008-0509,10/15/2019 1:53:02 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.36,0008-80526,10/15/2019 1:43:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.48,0008-0509,10/15/2019 1:23:01 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.49,0008-80526,10/15/2019 1:13:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.07,0008-0509,10/15/2019 12:53:01 AM,
QA-Cooler2-5April,Dev Site,Double,0,7.84,0008-80526,10/15/2019 12:43:54 AM,
QA-Cooler2-5April,Dev Site,Double,6,5.92,0008-0509,10/15/2019 12:23:02 AM,
QA-Cooler2-5April,Dev Site,Double,0,8.22,0008-80526,10/15/2019 12:13:55 AM,
